City,Agi,PublicStation,PrivateStation
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Pomeroy,29428.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Rosburg,29408.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#SouthBend,29128.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Aberdeen,28901.0,8,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Nooksack,28771.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Forks,28624.0,6,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Pasco,28619.0,9,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Endicott,28565.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#RockIsland,28554.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Rice,28530.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Oakville,28483.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Centralia,28265.0,5,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Curlew,28066.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Okanogan,27910.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Glenwood,27797.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#MapleFalls,27506.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Hoquiam,27375.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Sprague,27324.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Valley,27288.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Oroville,27146.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Riverside,27075.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Elbe,27014.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Cowiche,26967.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Cinebar,26718.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#SoapLake,26512.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Clayton,26430.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Warden,26360.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Marlin,26264.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Malo,26012.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Loomis,25928.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Tekoa,25912.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Tumtum,25804.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Skamokawa,25767.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Matlock,25662.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Washtucna,25621.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Vader,25604.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Latah,25595.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Quincy,25579.0,5,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Omak,25497.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#PeEll,25376.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Glenoma,25276.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#McchordAfb,25071.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Tieton,24661.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Ryderwood,24586.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Addy,24586.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Inchelium,24485.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Northport,24388.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Springdale,24332.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Eltopia,24305.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Tonasket,24247.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#CopalisBeach,24236.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Evans,23922.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Harrah,23892.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Hunters,23656.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Mesa,23377.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Brewster,23268.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Fruitland,23226.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Klickitat,22541.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Ford,22370.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Othello,22345.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Wauconda,22338.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#AirwayHeights,22263.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#AmandaPark,22112.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Outlook,22068.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Grandview,21954.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Prescott,21734.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Roosevelt,21465.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Connell,21372.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#ClallamBay,21352.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Sunnyside,20867.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Wellpinit,20504.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Mabton,19978.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#RoyalCity,19659.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Keller,19646.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Wapato,19083.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Humptulips,19048.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Toppenish,18730.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Granger,18658.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Mattawa,18621.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#FairchildAirForceBase,18536.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#WhiteSwan,16759.0,0,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Beverly,14690.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Bridgeport,12036.0,1,0
