Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,KING COUNTY DES KC FAUNTLEROY2,4829 SW Barton St,,Seattle,WA,98136,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.523056,-122.395735,2023-11-10,165339,2023-11-10 00:38:49 UTC,,,,2020-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KING COUNTY DES TUKWILA 2,7301 Longacres Way,,Tukwila,WA,98188,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.460005,-122.24099,2023-11-10,165509,2023-11-10 00:38:51 UTC,,,,2020-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KING COUNTY DES SK P&R 4,10610 NE 38th PL,,Kirkland,WA,98033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.643471,-122.196569,2023-11-10,165563,2023-11-10 00:38:55 UTC,,,,2020-08-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KING COUNTY DES SK P&R 1,10610 NE 38th PL,,Kirkland,WA,98033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.643584,-122.195913,2023-11-10,165564,2023-11-10 00:38:54 UTC,,,,2020-08-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Walmart 5195 - Everett, WA",11400 Hwy. 99,,Everett,WA,98204,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.8935,-122.256,2023-11-10,165647,2023-11-10 01:14:57 UTC,,,,2020-08-28,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Icicle Village Resort - Tesla Destination,505 Hwy 2,,Leavenworth,WA,98826,,800-961-0162  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,47.589123,-120.672887,2022-10-06,165748,2023-01-18 15:15:20 UTC,P,,,2019-06-04,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Icicle Village Resort,505 Highway 2,,Leavenworth,WA,98826,,800-961-0162,E,,Public,24 hours daily; customer use only; see front desk for access,,,,,,1,,,Non-Networked,,GPS,47.588981,-120.67331,2022-08-10,165749,2023-02-14 15:54:11 UTC,P,,,2020-08-24,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Holiday Inn Express - Ellensburg,1620 Canyon Rd,,Ellensburg,WA,98926,,509-962-9400,E,,Public,24 hours daily; customer use only,,,,,,1,,,Non-Networked,,GPS,46.976691,-120.541869,2022-08-10,165762,2023-02-14 15:54:11 UTC,P,,,2020-08-24,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Confluence Health | Ephrata Clinic,314 Basin St SW,,Ephrata,WA,98823,,509-754-7186,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,47.31711,-119.553158,2022-08-10,165763,2023-02-14 15:54:11 UTC,P,,,2020-08-24,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Highway 2 Brew Espresso,215 N Chelan Ave,,Waterville,WA,98858,,509-745-8406,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,47.649002,-120.070865,2022-08-10,165764,2023-02-14 15:54:11 UTC,P,,,2020-08-24,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Obertal Inn,922 Commercial St,,Leavenworth,WA,98826,,509-548-5204,E,,Public,24 hours daily; customer use only,,,,,,1,,,Non-Networked,,GPS,47.595741,-120.659917,2023-01-10,165765,2023-02-14 15:54:11 UTC,P,,,2020-08-24,,,,,J1772,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Wilkommen Park & Ride,116 River Bend Dr,,Leavenworth,WA,98826,,509-548-5807,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,47.597602,-120.644466,2022-08-10,165766,2023-02-14 15:54:11 UTC,P,,,2020-08-24,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Hampton Inn & Suites - Leavenworth,301 Ward Strasse,,Leavenworth,WA,98826,,509-470-9798,E,,Public,24 hours daily; customer use only,,,,,,1,,,Non-Networked,,GPS,47.595939,-120.64403,2022-08-10,165767,2023-02-14 15:54:11 UTC,P,,,2020-08-24,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Broadway Apartments - 1st Floor,3214 Broadway,. 6 Blink units on 1st Floor Unit# 1959 ||is under repair.||,Everett,WA,98201,,888-998-2546,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.9749,-122.2014,2023-11-10,165841,2023-11-10 00:03:26 UTC,,,,2020-09-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,KING COUNTY DES ISSAQUAH P&R 6,1755 Highlands Dr NE,,Issaquah,WA,98029,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.545719,-122.015713,2023-11-10,166205,2023-11-10 00:39:04 UTC,,,,2020-09-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KING COUNTY DES ISSAQUAH P&R 5,1755 Highlands Dr NE,,Issaquah,WA,98029,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.545785,-122.018499,2023-11-10,166206,2023-11-10 00:39:04 UTC,,,,2020-09-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,The Outlet Collection Seattle,1101 Outlet Collection Way,,Auburn,WA,98001,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,4,,,Volta,https://voltacharging.com/,GPS,47.29766425,-122.2455995,2023-11-10,166714,2023-11-10 01:21:31 UTC,,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,The Outlet Collection Seattle Regal Cinema,1101 Outlet Collection Way,,Auburn,WA,98001,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.2994605,-122.2425395,2023-11-10,166715,2023-11-10 01:23:02 UTC,,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Safeway 20830 108th SE,20830 108th SE,,Kent,WA,98031,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.41504,-122.19608,2023-11-10,166716,2023-11-10 01:22:24 UTC,,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Safeway 21401 Pacific Hwy So,21401 Pacific Hwy S,,Des Moines,WA,98198,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.410095,-122.29889,2023-11-10,166717,2023-11-10 01:22:20 UTC,,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,INSIGNIA 953 150 151N,583 Battery St,,Seattle,WA,98164,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.606202,-122.33208,2023-11-10,166923,2023-11-10 00:11:21 UTC,,,,2020-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,INSIGNIA 953 144 145N,583 Battery St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.606184,-122.332135,2023-11-10,166924,2023-11-10 00:11:17 UTC,,,,2020-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Lacey,676 Woodland Square Loop SE,,Lacey,WA,98509,,855-900-7584,E,,Public,24 hours daily,,,,,,4,2,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,200-9,47.042017,-122.825899,2023-11-10,166926,2023-11-10 01:12:31 UTC,,,,2020-09-18,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Tellus on Dexter Apartments,403 Dexter Ave N.,.||,Seattle,WA,98109,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.622505,-122.34279,2023-11-09,167221,2023-11-09 23:59:17 UTC,,,,2020-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Audi Tri-Cities,1125 Aaron Dr,,Richland,WA,99352,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,46.259655,-119.282117,2023-11-10,167222,2023-11-10 00:04:01 UTC,,,,2020-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Safeway 17520 SR 9 SE,17520 SR 9 SE,,Snohomish,WA,98296,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.838905,-122.124795,2023-11-10,167296,2023-11-10 01:21:38 UTC,,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,KGIP BELL SOUTH STATION 2,316 116th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.612419,-122.184446,2023-11-10,167379,2023-11-10 00:36:31 UTC,,,,2020-10-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,1500 Orchard Street Apartments,1502 S Orchard Street,,Tacoma,WA,98405,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.2469268,-122.5062726,2023-11-10,167404,2023-11-10 00:03:11 UTC,,,,2020-03-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.25/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Alaska Junction SCL,4535 39th Ave SW,,Seattle,WA,98116,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,200-8,47.56223,-122.381761,2023-11-10,167474,2023-11-10 01:12:32 UTC,,,,2020-10-10,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Cle Elum,811 WA-970,,Cle Elum,WA,98922,,855-900-7584,E,,Public,24 hours daily,,,,,,1,1,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,47.188833,-120.903139,2023-11-10,167497,2023-11-10 01:11:55 UTC,,,,2020-10-13,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,WOODIN CREEK WOODIN CREEK 2,13550 Village Square Dr.,,Woodinville,WA,98072,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.752026,-122.157877,2023-11-10,167520,2023-11-10 00:40:09 UTC,,,,2020-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DOL STATION 1,719 Sleater Kinney Rd SE,,Lacey,WA,98503,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.042589,-122.838595,2023-11-10,167521,2023-11-10 00:39:07 UTC,,,,2020-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Connell,303 S Columbia Ave,,Connell,WA,99326,,855-900-7584,E,,Public,24 hours daily,,,,,,1,1,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,46.659028,-118.861158,2023-11-10,167523,2023-11-10 01:11:55 UTC,,,,2020-10-14,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Target T0995 - Redmond, WA",NE 76th St.,,Redmond,WA,98052,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.67179,-122.10457,2023-11-10,167562,2023-11-10 01:14:48 UTC,,,,2020-10-16,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,4DEGREES STATION 1,1309 W. First Avenue,,Spokane,WA,99216,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.65593,-117.43163,2023-11-10,167887,2023-11-10 00:33:40 UTC,,,,2020-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Bellis Fair 11 DCFC,1 Bellis Fair Pkwy,,Bellingham,WA,98226,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,,1,,Volta,https://voltacharging.com/,GPS,48.78545,-122.488347,2023-11-10,167930,2023-11-10 01:21:17 UTC,,,,2020-10-19,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Safeway 20711 Bothell Hwy,20711 Bothell Hwy,,Bothell,WA,98012,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,1,,,Volta,https://voltacharging.com/,GPS,47.809974,-122.2060665,2023-11-10,167931,2023-11-10 01:22:28 UTC,,,,2020-10-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,"Fred Meyer 667 (Bellingham, WA)",1225 W Bakerview Rd,,Bellingham,WA,98226,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,48.78928,-122.5123,2023-11-10,168088,2023-11-10 01:15:06 UTC,,,,2020-11-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Stay Pineapple,155 108th Ave NE,Level 2 Near Main Entry||,Bellevue,WA,98004,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.61176,-122.19734,2023-11-09,168122,2023-11-09 23:59:50 UTC,,,,2020-11-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Kitsap Transit - Wheaton Way Transit Center,3915 Wheaton Way,,Bremerton,WA,98310,,855-885-9571,E,,Public,,,,,,,2,,,OpConnect,http://www.opconnect.com/,GPS,47.600278,-122.630556,2023-11-10,168187,2023-11-10 01:17:39 UTC,,,,2020-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TAC ES TRTC ADMIN CP02,3510 S Mullen St SWM Admin Bldg,,Tacoma,WA,98409,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.227967,-122.499375,2023-11-10,168266,2023-11-10 00:31:06 UTC,,,,2020-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TAC PW PARKING CONV CTR 01,1552 Market St,,Tacoma,WA,98402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.24716,-122.440056,2023-11-10,168268,2023-11-10 00:19:53 UTC,,,,2020-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TAC ES CUW 04 SE,"303 East D St SE Pkg Lot, Center for Urban Wa",,Tacoma,WA,98421,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.25953,-122.4337,2023-11-10,168269,2023-11-10 00:05:43 UTC,,,,2020-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Target - Tesla Supercharger,665 Sleater Kinney Road SE,,Lacey,WA,98503,,877-798-3752,E,,Public,24 hours daily,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,47.042158,-122.833946,2023-07-01,168277,2023-07-14 19:41:28 UTC,P,,,2020-11-02,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Safeway 14826 Highway 99,14826 Highway 99,,Lynnwood,WA,98087,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.863705,-122.283875,2023-11-10,168287,2023-11-10 01:22:20 UTC,,,,2020-11-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Safeway 11031 19th Ave SE,11031 19th Ave SE,,Everett,WA,98208,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.8973,-122.205635,2023-11-10,168288,2023-11-10 01:23:31 UTC,,,,2020-11-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Pioneer Crossing,712 Shaw Rd,,Puyallup,WA,98372,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,47.184725,-122.257002,2023-11-10,168437,2023-11-10 01:19:07 UTC,,,,2020-07-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TAC PW PARKING CONV CTR 03,1548 Commerce St,,Tacoma,WA,98402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.247578,-122.4388,2023-11-10,168479,2023-11-10 00:19:39 UTC,,,,2020-11-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SS Central Park,559 South 4th Street,,Sunnyside,WA,98944,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,46.3227794,-120.015553,2023-11-10,168514,2023-11-10 00:02:45 UTC,,,,2020-03-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.25/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Archer Hotel at Redmond Town Center - Tesla Destination,7200 164th Ave NE,,Redmond,WA,98052,,  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.6804551,-122.1217694,2022-10-06,168584,2023-01-18 15:15:20 UTC,P,,,2019-06-17,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,La Quinta Inn & Suites Walla Walla - Tesla Destination,776 Silverstone Dr,,Walla Walla,WA,99362,,509-394-8815  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,46.067886,-118.370851,2022-10-06,168916,2023-01-18 15:15:20 UTC,P,,,2017-09-12,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Montgomery East Commercial Center - Tesla Destination,11616 E Montgomery Dr,,Spokane Valley,WA,99206,,  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.677124,-117.249314,2022-10-06,168973,2023-01-18 15:15:20 UTC,P,,,2018-10-11,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Paine Field Airport - Tesla Destination,3220 100th St SW,,Everett,WA,98204,,  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.9074843,-122.2620127,2022-10-06,169005,2023-01-18 15:15:20 UTC,P,,,2019-04-25,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,The Ridge Motorsports Park - Tesla Destination,1060 W. Eells Hill Rd,,Shelton,WA,98584,,360-427-7223  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.254252,-123.197171,2022-10-06,169190,2023-01-18 15:15:20 UTC,P,,,2016-06-22,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,ILANI 1A-2 SINGLE,1 Cowlitz way,,Ridgefield,WA,98642,,888-758-4389,T,2022-12-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.853035,-122.70889,2023-11-10,169292,2023-11-10 00:40:55 UTC,,,,2020-11-18,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Homewood Suites by Hilton - Lynnwood Seattle Everett,18123 Alderwood Mall Pkwy,,Lynnwood,WA,98037,,425-670-8943,E,,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Non-Networked,,GPS,47.833778,-122.268338,2022-08-10,169547,2023-02-14 15:54:11 UTC,P,,,2020-11-23,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false
ELEC,IBEW Local 46,19802 62nd Ave S,,Kent,WA,98032,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.424157,-122.256343,2023-11-10,169896,2023-11-10 00:01:23 UTC,,,,2020-12-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,AUBURN CENTER GREEN RIVER #1,1221 D St. NE,,Auburn,WA,98002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.318711,-122.225391,2023-11-10,170032,2023-11-10 00:11:48 UTC,,,,2020-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,2+U - Tesla Supercharger,1201 Second Avenue,,Seattle,WA,98101,,877-798-3752,E,,Public,24 hours daily,,,,,,,4,,Tesla,https://www.tesla.com/supercharger,GPS,47.606601,-122.337495,2023-07-01,170078,2023-07-14 19:41:28 UTC,P,,,2020-12-07,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Safeway 17202 15th Ave NE,17202 15th Avenue Northeast,,Shoreline,WA,98155,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.75472,-122.312805,2023-11-10,170099,2023-11-10 01:23:19 UTC,,,,2020-12-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
